fecha_registro,ciudad,barrio_original,barrio_estandarizado,altura_domicilio,tipo_vivienda,integrantes_familia,tipo_mascota,tipo_mascota_[Gatos],tipo_mascota_[Perros],perros_macho,perros_hembra,total_perros,gatos_macho,gatos_hembra,total_gatos,total_mascotas,mascota_castrada,lugar_castracion,lugar_castracion_[En forma particular],lugar_castracion_[Municipio],lugar_castracion_[No se encuentra castrada.],conoce_castracion_gratis,mascotas_vacunadas,mascotas_desparasitadas,conoce_plan_vacunacion,estilo_vida_mascota,estilo_vida_mascota_[Salen solos a la calle],estilo_vida_mascota_[Tienen identificador],estilo_vida_mascota_[Viven dentro de su hogar],frecuencia_callejeros,tipo_animal_abandonado,tipo_animal_abandonado_[Gatos],tipo_animal_abandonado_[Perros],medidas_exigidas_municipio,medidas_exigidas_municipio_[Castraciones masivas],medidas_exigidas_municipio_[Control de identificación],medidas_exigidas_municipio_[Educación],medidas_exigidas_municipio_[No es necesaria la participación del municipio],autopercepcion_responsabilidad
2026-03-11 22:27:24,San Francisco,Consolata,La Consolata,2736,Casa Propia,3,Gatos | Perros,Gatos,Perros,0,2,2,0,1,1,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-11 22:28:07,San Francisco,Maipú ,Maipú,4000,Casa Propia,4,Perros,,Perros,1,1,2,0,0,0,2,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Nunca,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-11 22:28:08,San Francisco,el prado,El Prado,1933,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-11 22:32:08,San Francisco,Cottolengo ,Cottolengo,3105,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-11 22:40:08,San Francisco,Sarmiento,Sarmiento,400,Casa Propia,2,Gatos | Perros,Gatos,Perros,0,1,1,0,1,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-11 22:40:31,San Francisco,Roca,General Roca,1281,Casa en Alquiler,1,Perros,,Perros,1,2,3,0,0,0,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-11 22:45:49,San Francisco,Velez Sarsfield,Vélez Sarsfield,1100,Casa Propia,4,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Un poco
2026-03-11 22:50:18,San Francisco,Dos Hermanos ,Dos Hermanos,295,Casa Propia,3,Perros,,Perros,0,2,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-11 23:05:47,San Francisco,Roca ,General Roca,1900,Departamento Propio,2,Gatos,Gatos,,0,0,0,1,1,2,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Salen solos a la calle,Salen solos a la calle,,,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-11 23:22:12,San Francisco,Independencia,Independencia,660,Casa Propia,4,Gatos,Gatos,,0,0,0,0,1,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Educación,,,Educación,,Si
2026-03-11 23:28:54,San Francisco,Roca,General Roca,828,Departamento en Alquiler,2,Gatos,Gatos,,0,0,0,0,1,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos,Gatos,,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-12 00:51:32,San Francisco,Consolata,La Consolata,2669,Casa Propia,3,Gatos,Gatos,,0,0,0,1,0,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 00:56:52,San Francisco,Independencia ,Independencia,3642,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,2,3,1,0,1,4,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 06:59:10,San Francisco,Cotolengo,Cottolengo,3230,Casa Propia,3,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 07:07:08,San Francisco,Los palmares III,Palmares 3,1908,Casa Propia,2,Perros,,Perros,2,0,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-12 07:36:53,San Francisco,El Prado,El Prado,1008,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,1,2,1,0,1,3,Si,En forma particular,En forma particular,,,Si,Si,No,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-12 07:45:46,San Francisco,Dos Hermanos,Dos Hermanos,3377,Casa Propia,4,Perros,,Perros,1,0,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 07:53:16,San Francisco,Gral Roca,General Roca,79,Casa Propia,4,Gatos | Perros,Gatos,Perros,2,2,4,2,2,4,8,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Gatos | Perros,Gatos,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 08:04:02,San Francisco,Villa golf,Villa Golf,3207,Casa Propia,2,Perros,,Perros,0,2,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Educación,,,Educación,,Si
2026-03-12 09:49:27,San Francisco,Centro,Centro,95,Casa en Alquiler,3,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-12 10:04:29,San Francisco,Roca,General Roca,234,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 10:43:34,San Francisco,CATEDRAL,Catedral,1220,Casa Propia,5,Gatos,Gatos,,0,0,0,1,2,3,3,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 10:46:03,San Francisco,El Prado,El Prado,2828,Casa Propia,2,Gatos | Perros,Gatos,Perros,0,2,2,1,0,1,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-12 11:57:35,San Francisco,Dos hermanos,Dos Hermanos,3377,Casa Propia,4,Perros,,Perros,1,0,1,1,0,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Educación,,,Educación,,Si
2026-03-12 12:04:54,San Francisco,Cottolengo,Cottolengo,2974,Departamento en Alquiler,1,Gatos | Perros,Gatos,Perros,0,1,1,0,1,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 12:08:16,San Francisco,Velez sarfield,Vélez Sarsfield,1026,Casa en Alquiler,4,Gatos | Perros,Gatos,Perros,1,1,2,0,2,2,4,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 12:20:56,San Francisco,Jose Hernandez ,José Hernández,2400,Casa Propia,3,Gatos | Perros,Gatos,Perros,0,2,2,1,0,1,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Salen solos a la calle | Tienen identificador | Viven dentro de su hogar,Salen solos a la calle,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 12:26:40,San Francisco,Hernandez,José Hernández,1524,Casa Propia,1,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 12:30:46,San Francisco,Manantiales,Manantiales,2920,Casa Propia,2,Gatos | Perros,Gatos,Perros,2,0,2,0,1,1,3,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 12:44:19,San Francisco,Iturraspe ,Iturraspe,932,Casa Propia,1,Perros,,Perros,1,1,2,0,0,0,2,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 13:05:23,San Francisco,Roca,General Roca,1730,Casa Propia,3,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,No es necesaria la participación del municipio,,,,No es necesaria la participación del municipio,Si
2026-03-12 13:05:51,San Francisco,cotolengo,Cottolengo,3063,Departamento Propio,4,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,No,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Control de identificación | Educación,,Control de identificación,Educación,,No
2026-03-12 13:15:34,San Francisco,Villa Golf,Villa Golf,3034,Casa Propia,2,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 13:19:34,San Francisco,Bouchard ,Bouchard,1333,Casa Propia,7,Perros,,Perros,0,2,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 13:19:54,San Francisco,Roca,General Roca,2516,Casa Propia,3,Gatos,Gatos,,1,0,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 13:20:04,Frontera,Santa Teresita,Santa Teresita,900,Casa en Alquiler,2,Perros,,Perros,2,2,4,0,0,0,4,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 13:23:59,San Francisco,Bv. Roca,General Roca,2435,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-12 13:31:09,San Francisco,Chacras del norte,Chacras del Norte,3080,Casa Propia,2,Gatos,Gatos,,0,0,0,1,0,1,1,Si,Municipio,,Municipio,,Si,No,Si,No,Salen solos a la calle,Salen solos a la calle,,,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-12 13:48:57,San Francisco,Catedral ,Catedral,328,Casa en Alquiler,1,Gatos,Gatos,,1,0,1,1,0,1,2,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-12 14:13:55,San Francisco,Roca,General Roca,540,Casa en Alquiler,2,Gatos,Gatos,,0,0,0,0,1,1,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-12 14:29:15,San Francisco,Roca,General Roca,235,Casa Propia,4,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 15:05:19,San Francisco,barrio parque ,Barrio Parque,1202,Casa Propia,5,Gatos | Perros,Gatos,Perros,1,0,1,0,2,2,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-12 15:51:17,San Francisco,José Hernández ,José Hernández,2598,Casa Propia,2,Gatos,Gatos,,0,0,0,1,1,2,2,Si,En forma particular,En forma particular,,,Si,No,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 16:25:44,San Francisco,Roca,General Roca,733,Casa Propia,3,Perros,,Perros,1,0,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-12 16:29:09,San Francisco,Roca,General Roca,886,Casa en Alquiler,1,Perros,,Perros,0,2,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-12 16:32:19,San Francisco,Cotolengo,Cottolengo,855,Casa en Alquiler,3,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 16:41:57,San Francisco,La Milka,La Milka,451,Casa Propia,2,Perros,,Perros,0,1,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 17:06:46,San Francisco,Jardín,Jardín,1400,Casa en Alquiler,2,Gatos,Gatos,,0,0,0,0,2,2,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Gatos,Gatos,,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 17:37:02,San Francisco,La Milka ,La Milka,1917,Departamento Propio,2,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-12 19:08:09,San Francisco,Palmares 1,Palmares 1,1637,Casa en Alquiler,1,Gatos | Perros,Gatos,Perros,0,1,1,2,1,3,4,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Educación,,,Educación,,Si
2026-03-12 20:32:45,San Francisco,JARDIN,Jardín,1136,Casa Propia,1,Perros,,Perros,1,0,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-12 22:17:38,San Francisco,20 de junio ,20 de Junio,3838,Casa Propia,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Gatos | Perros,Gatos,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-12 22:36:22,San Francisco,Roca,General Roca,2515,Casa en Alquiler,1,Perros,,Perros,1,1,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos,Gatos,,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-12 22:54:02,San Francisco,Catedral,Catedral,919,Departamento Propio,1,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-13 07:33:59,San Francisco,Los palmares ,Palmares,2000,Casa Propia,5,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Un poco
2026-03-13 10:06:29,San Francisco,Ayres del golf,Ayres del Golf,3640,Casa Propia,5,Perros,,Perros,4,0,4,0,0,0,4,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-13 11:36:24,San Francisco,Velez sarsfield,Vélez Sarsfield,1681,Casa en Alquiler,4,Perros,,Perros,0,3,3,0,0,0,3,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-13 12:55:33,San Francisco,Catedral,Catedral,512,Casa Propia,3,Gatos | Perros,Gatos,Perros,1,2,3,1,0,1,4,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-13 12:58:45,San Francisco,Centro ,Centro,15,Departamento Propio,2,Perros,,Perros,1,0,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 13:41:52,San Francisco,20 de junio,20 de Junio,4018,Casa Propia,5,Gatos | Perros,Gatos,Perros,2,0,2,0,1,1,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-13 13:46:35,San Francisco,parque,Parque,1156,Casa Propia,5,Perros,,Perros,0,2,2,0,0,0,2,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 13:52:11,San Francisco,José Hernández ,José Hernández,1589,Casa Propia,5,Perros,,Perros,0,1,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-13 13:54:44,San Francisco,Boero romano,Boero Romano,485,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 13:59:14,San Francisco,Roca,General Roca,2004,Casa Propia,4,Gatos,Gatos,,0,0,0,0,1,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Gatos,Gatos,,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-13 14:37:28,San Francisco,Roca,General Roca,2577,Casa en Alquiler,2,Gatos | Perros,Gatos,Perros,0,1,1,1,1,2,3,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 15:06:14,San Francisco,Cotolengo,Cottolengo,2930,Casa Propia,2,Perros,,Perros,2,0,2,0,0,0,2,No,No se encuentra castrada.,,,No se encuentra castrada.,No,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 15:13:15,San Francisco,La milka ,La Milka,2097,Departamento Propio,0,Perros,,Perros,1,0,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 15:58:27,San Francisco,Procrear ,La Milka,1900,Casa Propia,0,Gatos,Gatos,,0,0,0,2,0,2,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación | Educación,,Control de identificación,Educación,,Si
2026-03-13 15:59:28,San Francisco,La Milka (Loteo Procrear),La Milka,326,Departamento Propio,3,Gatos,Gatos,,0,0,0,2,1,3,3,Si,Municipio,,Municipio,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 16:01:07,San Francisco,Nuevo centro,Nuevo Centro,2959,Casa Propia,2,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Un poco
2026-03-13 16:13:54,San Francisco,Catedral ,Catedral,2040,Casa en Alquiler,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Un poco
2026-03-13 16:19:26,San Francisco,Catedral,Catedral,749,Casa en Alquiler,3,Perros,,Perros,2,0,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 16:27:21,San Francisco,Bouchard,Bouchard,1354,Casa Propia,2,Perros,,Perros,0,2,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-13 16:29:09,San Francisco,Sarmiento,Sarmiento,674,Casa en Alquiler,3,Gatos,Gatos,,0,0,0,1,0,1,1,Si,Municipio,,Municipio,,No,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación | Educación,,Control de identificación,Educación,,Un poco
2026-03-13 16:31:26,San Francisco,La Milka - Sector Procrear,La Milka,450,Casa Propia,2,Gatos | Perros,Gatos,Perros,1,3,4,1,0,1,5,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-13 16:41:16,San Francisco,La Milka ,La Milka,343,Casa Propia,3,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,No,No,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
