fecha_registro,ciudad,barrio_original,barrio_estandarizado,altura_domicilio,tipo_vivienda,integrantes_familia,tipo_mascota,tipo_mascota_[Gatos],tipo_mascota_[Perros],perros_macho,perros_hembra,total_perros,gatos_macho,gatos_hembra,total_gatos,total_mascotas,mascota_castrada,lugar_castracion,lugar_castracion_[En forma particular],lugar_castracion_[Municipio],lugar_castracion_[No se encuentra castrada.],conoce_castracion_gratis,mascotas_vacunadas,mascotas_desparasitadas,conoce_plan_vacunacion,estilo_vida_mascota,estilo_vida_mascota_[Salen solos a la calle],estilo_vida_mascota_[Tienen identificador],estilo_vida_mascota_[Viven dentro de su hogar],frecuencia_callejeros,tipo_animal_abandonado,tipo_animal_abandonado_[Gatos],tipo_animal_abandonado_[Perros],medidas_exigidas_municipio,medidas_exigidas_municipio_[Castraciones masivas],medidas_exigidas_municipio_[Control de identificación],medidas_exigidas_municipio_[Educación],medidas_exigidas_municipio_[No es necesaria la participación del municipio],autopercepcion_responsabilidad
2026-03-13 16:42:15,San Francisco,Roca,General Roca,462,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,1,2,1,2,3,5,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 16:47:42,San Francisco,Procrear,La Milka,430,Departamento Propio,2,Gatos,Gatos,,0,0,0,1,1,2,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Educación | No es necesaria la participación del municipio,,,Educación,No es necesaria la participación del municipio,Si
2026-03-13 17:03:54,San Francisco,La Milka - Procrear ,La Milka,2046,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,1,2,1,0,1,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 17:38:02,San Francisco,Parque ,Barrio Parque,856,Casa Propia,3,Gatos | Perros,Gatos,Perros,3,4,7,2,2,4,11,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 17:42:26,San Francisco,Palmares 2 ,Palmares 2,1832,Casa Propia,3,Perros,,Perros,> 5,0,> 5,0,0,0,> 5,Si,Municipio,,Municipio,,Si,Si,No,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-13 17:44:21,San Francisco,Roca,General Roca,2366,Casa Propia,2,Perros,,Perros,0,2,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 17:56:45,San Francisco,Sarmiento ,Sarmiento,934,Casa Propia,1,Gatos,Gatos,,0,0,0,2,1,3,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Salen solos a la calle,Salen solos a la calle,,,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 18:11:11,San Francisco,Sarmiento ,Sarmiento,800,Casa en Alquiler,2,Gatos | Perros,Gatos,Perros,2,2,4,2,1,3,7,Si,Municipio,,Municipio,,Si,No,No,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Un poco
2026-03-13 18:13:34,San Francisco,El prado,El Prado,1300,Casa Propia,2,Gatos | Perros,Gatos,Perros,3,1,4,1,1,2,6,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 18:31:44,San Francisco,Consolata ,La Consolata,227,Casa en Alquiler,2,Gatos | Perros,Gatos,Perros,0,2,2,0,1,1,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 18:35:19,San Francisco,San Martín,San Martín,1226,Casa en Alquiler,5,Perros,,Perros,1,2,3,0,0,0,3,Si,Municipio,,Municipio,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 18:41:48,San Francisco,Loteo Manantiales,Manantiales,3194,Casa Propia,2,Gatos | Perros,Gatos,Perros,3,3,6,0,1,1,7,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 18:49:38,San Francisco,Palmares 1,Palmares 1,1810,Casa Propia,4,Perros,,Perros,1,1,2,0,0,0,2,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 19:12:06,San Francisco,Velez Sarsfield ,Vélez Sarsfield,1400,Casa Propia,1,Perros,,Perros,2,1,3,0,0,0,3,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 19:20:15,San Francisco,Consolata,La Consolata,2554,Casa Propia,3,Gatos,Gatos,,0,0,0,1,0,1,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 20:24:33,San Francisco,cottolengo,Cottolengo,3055,Casa Propia,5,Perros,,Perros,1,1,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-13 20:28:48,San Francisco,Roca,General Roca,264,Casa Propia,3,Gatos | Perros,Gatos,Perros,1,1,2,0,1,1,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 20:48:04,San Francisco,Roca,General Roca,923,Casa Propia,2,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 20:59:55,San Francisco,20 de junio,20 de Junio,1005,Casa Propia,1,Gatos | Perros,Gatos,Perros,0,1,1,1,2,3,4,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Nunca,Perros,,Perros,No es necesaria la participación del municipio,,,,No es necesaria la participación del municipio,Si
2026-03-13 21:03:59,San Francisco,Palmarés III ,Palmares 3,2459,Casa en Alquiler,2,Gatos | Perros,Gatos,Perros,1,1,2,1,1,2,4,Si,Municipio,,Municipio,,Si,Si,Si,No,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 21:21:40,San Francisco,Brisas del sur,Brisas del Sur,1789,Casa Propia,3,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 21:56:08,San Francisco,Catedral,Catedral,339,Casa Propia,1,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-13 22:08:20,San Francisco,Palmares,Palmares,1700,Casa Propia,1,Gatos,Gatos,,0,0,0,0,1,1,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Control de identificación | Educación,,Control de identificación,Educación,,Si
2026-03-13 22:49:09,San Francisco,Loteo Los Manantiales ,Manantiales,3100,Casa Propia,2,Gatos | Perros,Gatos,Perros,3,3,6,0,1,1,7,Si,En forma particular,En forma particular,,,Si,No,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Un poco
2026-03-13 23:22:20,San Francisco,Villa golf ,Villa Golf,1840,Casa Propia,3,Perros,,Perros,2,1,3,0,0,0,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-13 23:55:15,San Francisco,José hernandez,José Hernández,1805,Casa en Alquiler,3,Gatos | Perros,Gatos,Perros,0,3,3,2,2,4,7,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 06:48:32,San Francisco,Roca,General Roca,630,Casa Propia,2,Perros,,Perros,1,0,1,1,0,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 08:32:43,San Francisco,General Paz ,General Paz,406,Departamento Propio,1,Perros,,Perros,2,1,3,0,0,0,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 09:16:08,San Francisco,Consolata,La Consolata,2371,Casa Propia,4,Perros,,Perros,1,1,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Salen solos a la calle | Tienen identificador | Viven dentro de su hogar,Salen solos a la calle,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-14 10:10:16,San Francisco,Sarmiento,Sarmiento,300,Casa Propia,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Educación,,,Educación,,Si
2026-03-14 10:13:50,San Francisco,Sarmiento ,Sarmiento,800,Casa Propia,3,Gatos | Perros,Gatos,Perros,2,2,4,1,0,1,5,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 10:16:30,San Francisco,sarmiento,Sarmiento,742,Casa Propia,2,Perros,,Perros,0,3,3,0,0,0,3,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-14 10:35:06,San Francisco,Catedral 2134,Catedral,2134,Casa en Alquiler,3,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-14 10:58:31,San Francisco,Sarmiento ,Sarmiento,864,Casa Propia,3,Gatos | Perros,Gatos,Perros,0,1,1,1,1,2,3,Si,Municipio,,Municipio,,Si,Si,No,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-14 11:01:28,Josefina,Zona urbana ,Zona Urbana,617,Casa Propia,4,Gatos | Perros,Gatos,Perros,2,0,2,1,0,1,3,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-14 11:05:46,San Francisco,Sarmiento ,Sarmiento,943,Casa Propia,3,Perros,,Perros,0,1,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-14 11:34:18,Frontera,Francucci ,Francucci,234,Casa Propia,4,Perros,,Perros,2,2,4,0,0,0,4,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-14 12:16:18,San Francisco,Palmares,Palmares,1648,Casa en Alquiler,2,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-14 13:49:25,San Francisco,Palmares 3,Palmares 3,2270,Casa Propia,4,Gatos,Gatos,,0,0,0,2,0,2,2,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Gatos,Gatos,,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-14 13:53:50,San Francisco,Sarmiento,Sarmiento,81,Departamento en Alquiler,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,No,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 14:03:05,San Francisco,Palmares II ,Palmares 2,1738,Casa en Alquiler,1,Perros,,Perros,0,2,2,0,0,0,2,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-14 14:07:23,San Francisco,Sarmiento ,Sarmiento,700,Casa Propia,1,Gatos,Gatos,,0,0,0,3,2,5,5,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Salen solos a la calle,Salen solos a la calle,,,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 14:19:09,San Francisco,Bouchard ,Bouchard,1814,Casa Propia,5,Gatos | Perros,Gatos,Perros,1,1,2,1,1,2,4,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación | Educación,,Control de identificación,Educación,,Si
2026-03-14 14:24:36,San Francisco,Sarmiento ,Sarmiento,366,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación | Educación,,Control de identificación,Educación,,Si
2026-03-14 15:38:22,San Francisco,SARMIENTO ,Sarmiento,566,Casa en Alquiler,4,Gatos | Perros,Gatos,Perros,0,1,1,0,2,2,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Salen solos a la calle | Tienen identificador | Viven dentro de su hogar,Salen solos a la calle,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 15:46:46,San Francisco,Cotolengo,Cottolengo,2946,Casa en Alquiler,2,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-14 16:54:27,San Francisco,Catedral ,Catedral,2200,Casa Propia,4,Perros,,Perros,0,2,2,0,0,0,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-14 17:38:47,San Francisco,Velez sarfield,Vélez Sarsfield,900,Departamento en Alquiler,4,Perros,,Perros,0,1,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-14 20:01:29,San Francisco,Roca,General Roca,800,Departamento en Alquiler,0,Gatos,Gatos,,0,0,0,0,1,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-14 20:39:35,San Francisco,La Milka ,La Milka,660,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,0,1,1,1,2,3,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos,Gatos,,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-14 22:50:06,San Francisco,Roca,General Roca,834,Casa en Alquiler,3,Gatos,Gatos,,0,0,0,0,1,1,1,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-15 08:21:41,San Francisco,Catedral,Catedral,886,Casa Propia,3,Gatos | Perros,Gatos,Perros,1,1,2,1,4,5,7,Si,Municipio,,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-15 10:30:13,San Francisco,Parque las rosas,Parque de las Rosas,1315,Casa Propia,2,Gatos | Perros,Gatos,Perros,1,1,2,2,0,2,4,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-15 10:43:41,San Francisco,José Hernández ,José Hernández,1820,Casa en Alquiler,4,Gatos | Perros,Gatos,Perros,1,0,1,1,0,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-15 12:22:34,San Francisco,Altos del Prado,Altos del Prado,2431,Casa Propia,4,Perros,,Perros,0,1,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Salen solos a la calle | Tienen identificador | Viven dentro de su hogar,Salen solos a la calle,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-15 15:35:29,San Francisco,Casonas,Casonas del Bosque,80,Casa Propia,3,Gatos,Gatos,,0,0,0,1,0,1,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-16 00:10:49,San Francisco,Catedral,Catedral,345,Casa en Alquiler,2,Gatos | Perros,Gatos,Perros,0,1,1,2,0,2,3,Si,Municipio,,Municipio,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Nunca,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-16 08:57:36,San Francisco,La milka,La Milka,1000,Casa Propia,2,Perros,,Perros,> 5,> 5,> 10,0,0,0,> 10,Si,Municipio,,Municipio,,Si,No,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-16 09:22:52,San Francisco,Independecia ,Independencia,660,Casa Propia,4,Gatos | Perros,Gatos,Perros,0,1,1,0,1,1,2,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-16 09:27:42,San Francisco,Maipú ,Maipú,2480,Casa Propia,3,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-16 09:29:43,San Francisco,20 de junio,20 de Junio,3381,Casa Propia,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Educación,,,Educación,,Si
2026-03-16 09:30:39,San Francisco,Sarmiento,Sarmiento,368,Casa Propia,3,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,Si,Tienen identificador | Viven dentro de su hogar,,Tienen identificador,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-16 09:30:40,San Francisco,Procrear,La Milka,745,Casa Propia,4,Perros,,Perros,1,0,1,0,0,0,1,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-16 09:31:43,San Francisco,400 viviendas ,Las 400 Viviendas,729,Casa Propia,2,Perros,,Perros,2,0,2,0,0,0,2,No,No se encuentra castrada.,,,No se encuentra castrada.,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Si
2026-03-16 09:37:36,San Francisco,Hospital ,Hospital,400,Casa en Alquiler,3,Perros,,Perros,1,0,1,0,0,0,1,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-16 09:37:44,San Francisco,Palmares 2,Palmares 2,2000,Casa Propia,2,Gatos | Perros,Gatos,Perros,1,4,5,0,2,2,7,No,En forma particular,En forma particular,,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-16 09:43:11,San Francisco,Sarmiento,Sarmiento,689,Casa Propia,3,Gatos,Gatos,,0,0,0,1,0,1,1,Si,En forma particular,En forma particular,,,Si,Si,No,Si,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Castraciones masivas | Control de identificación | Educación,Castraciones masivas,Control de identificación,Educación,,Si
2026-03-16 09:43:37,San Francisco,Sarmiento ,Sarmiento,770,Casa en Alquiler,4,Perros,,Perros,1,0,1,0,0,0,1,Si,Municipio,,Municipio,,Si,No,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-16 09:43:42,San Francisco,Residencial Maipu ,Maipú,3850,Casa Propia,4,Gatos | Perros,Gatos,Perros,1,1,2,0,1,1,3,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Gatos | Perros,Gatos,Perros,Castraciones masivas,Castraciones masivas,,,,Si
2026-03-16 09:44:33,San Francisco,Roca,General Roca,660,Casa Propia,2,Perros,,Perros,1,0,1,0,0,0,1,Si,En forma particular,En forma particular,,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Perros,,Perros,Control de identificación,,Control de identificación,,,Si
2026-03-16 09:45:00,San Francisco,Las 400,Las 400 Viviendas,3891,Casa en Alquiler,2,Perros,,Perros,1,1,2,0,0,0,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Viven dentro de su hogar,,,Viven dentro de su hogar,Todo el tiempo,Perros,,Perros,Educación,,,Educación,,Un poco
2026-03-16 09:45:48,San Francisco,SAVIO,Savio,4200,Casa Propia,4,Perros,,Perros,1,2,3,0,0,0,3,Si,En forma particular | Municipio,En forma particular,Municipio,,Si,Si,Si,Si,Viven dentro de su hogar,,,Viven dentro de su hogar,A veces,Gatos,Gatos,,Castraciones masivas | Control de identificación,Castraciones masivas,Control de identificación,,,Si
2026-03-16 09:46:51,San Francisco,9 de Septiembre ,9 de Septiembre,1363,Casa Propia,4,Gatos | Perros,Gatos,Perros,0,1,1,1,0,1,2,Si,Municipio,,Municipio,,Si,Si,Si,No,Salen solos a la calle | Viven dentro de su hogar,Salen solos a la calle,,Viven dentro de su hogar,A veces,Gatos | Perros,Gatos,Perros,Castraciones masivas | Educación,Castraciones masivas,,Educación,,Un poco
